timestamp	cidade	latitude	longitude	temperatura	consumoKwh
2024-03-10 18:00:00	Santa Luzia	-19.7697	-43.8514	27.0	495
2024-03-10 18:00:00	Nova Lima	-19.9856	-43.8467	26.0	465
2024-03-10 18:00:00	Ribeirão das Neves	-19.7669	-44.0867	28.0	515
2024-03-10 18:00:00	Ibirité	-20.0219	-44.0589	28.5	530
2024-03-10 18:00:00	Sete Lagoas	-19.4658	-44.2467	29.0	545
2024-03-10 18:00:00	Juiz de Fora	-21.7642	-43.3503	25.5	450
2024-03-10 18:00:00	Uberlândia	-18.9186	-48.2772	29.5	570
2024-03-10 18:00:00	Montes Claros	-16.7350	-43.8617	30.5	605
2024-03-10 18:00:00	Ipatinga	-19.4683	-42.5367	29.0	555
2024-03-10 18:00:00	Governador Valadares	-18.8511	-41.9494	30.0	590
2024-03-10 18:00:00	Ouro Preto	-20.3856	-43.5036	24.0	415
2024-03-10 18:00:00	Mariana	-20.3786	-43.4164	24.5	425
2024-03-10 18:00:00	Itabira	-19.6192	-43.2269	25.0	435
2024-03-10 18:00:00	Diamantina	-18.2458	-43.6031	23.0	395
2024-03-10 18:00:00	Tiradentes	-21.1102	-44.1781	26.0	455
2024-03-10 18:00:00	São João del-Rei	-21.1358	-44.2617	26.5	465
2024-03-10 18:00:00	Lavras	-21.2450	-45.0000	25.0	440
2024-03-10 18:00:00	Barbacena	-21.2214	-43.7703	24.5	430
2024-03-10 18:00:00	Conselheiro Lafaiete	-20.6603	-43.7856	25.5	450
2024-03-10 18:00:00	Varginha	-21.5514	-45.4303	24.0	420
2024-03-10 18:00:00	Poços de Caldas	-21.7878	-46.5614	23.5	408
2024-03-11 14:00:00	Belo Horizonte	-19.9167	-43.9333	29.0	540
2024-03-11 14:00:00	Contagem	-19.9322	-44.0539	29.5	555
2024-03-11 14:00:00	Betim	-19.9678	-44.1978	30.0	570
2024-03-11 14:00:00	Sabará	-19.8864	-43.8067	28.0	510
2024-03-11 14:00:00	Santa Luzia	-19.7697	-43.8514	28.5	525
2024-03-11 14:00:00	Nova Lima	-19.9856	-43.8467	27.5	495
2024-03-11 14:00:00	Ribeirão das Neves	-19.7669	-44.0867	29.5	548
2024-03-11 14:00:00	Ibirité	-20.0219	-44.0589	30.0	562
2024-03-11 14:00:00	Sete Lagoas	-19.4658	-44.2467	30.5	585
2024-03-11 14:00:00	Juiz de Fora	-21.7642	-43.3503	27.0	478
2024-03-11 14:00:00	Uberlândia	-18.9186	-48.2772	31.5	610
2024-03-11 14:00:00	Montes Claros	-16.7350	-43.8617	32.5	650
2024-03-11 14:00:00	Ipatinga	-19.4683	-42.5367	31.0	595
2024-03-11 14:00:00	Governador Valadares	-18.8511	-41.9494	32.0	630
2024-03-11 14:00:00	Ouro Preto	-20.3856	-43.5036	25.5	445
2024-03-11 14:00:00	Mariana	-20.3786	-43.4164	26.0	455
2024-03-11 14:00:00	Itabira	-19.6192	-43.2269	26.5	465
2024-03-11 14:00:00	Diamantina	-18.2458	-43.6031	24.5	425
2024-03-11 14:00:00	Tiradentes	-21.1102	-44.1781	27.5	485
2024-03-11 14:00:00	São João del-Rei	-21.1358	-44.2617	28.0	498
2024-03-11 14:00:00	Lavras	-21.2450	-45.0000	26.5	470
2024-03-11 14:00:00	Barbacena	-21.2214	-43.7703	26.0	460
2024-03-11 14:00:00	Conselheiro Lafaiete	-20.6603	-43.7856	27.0	480
2024-03-11 14:00:00	Varginha	-21.5514	-45.4303	25.5	450
2024-03-11 14:00:00	Poços de Caldas	-21.7878	-46.5614	25.0	438
2024-03-11 20:00:00	Belo Horizonte	-19.9167	-43.9333	24.5	420
2024-03-11 20:00:00	Contagem	-19.9322	-44.0539	25.0	432
2024-03-11 20:00:00	Betim	-19.9678	-44.1978	25.5	445
2024-03-11 20:00:00	Sabará	-19.8864	-43.8067	24.0	405
2024-03-11 20:00:00	Santa Luzia	-19.7697	-43.8514	24.5	415
2024-03-11 20:00:00	Nova Lima	-19.9856	-43.8467	23.5	390
2024-03-11 20:00:00	Ribeirão das Neves	-19.7669	-44.0867	25.5	440
2024-03-11 20:00:00	Ibirité	-20.0219	-44.0589	26.0	455
2024-03-11 20:00:00	Sete Lagoas	-19.4658	-44.2467	26.5	470
2024-03-11 20:00:00	Juiz de Fora	-21.7642	-43.3503	23.0	380
2024-03-11 20:00:00	Uberlândia	-18.9186	-48.2772	27.0	490
2024-03-11 20:00:00	Montes Claros	-16.7350	-43.8617	28.0	520
2024-03-11 20:00:00	Ipatinga	-19.4683	-42.5367	26.5	475
2024-03-11 20:00:00	Governador Valadares	-18.8511	-41.9494	27.5	505
2024-03-11 20:00:00	Ouro Preto	-20.3856	-43.5036	21.5	360
2024-03-11 20:00:00	Mariana	-20.3786	-43.4164	22.0	370
2024-03-11 20:00:00	Itabira	-19.6192	-43.2269	22.5	378
2024-03-11 20:00:00	Diamantina	-18.2458	-43.6031	20.5	340
2024-03-11 20:00:00	Tiradentes	-21.1102	-44.1781	23.5	385
2024-03-11 20:00:00	São João del-Rei	-21.1358	-44.2617	24.0	395
2024-03-11 20:00:00	Lavras	-21.2450	-45.0000	22.5	375
2024-03-11 20:00:00	Barbacena	-21.2214	-43.7703	22.0	368
2024-03-11 20:00:00	Conselheiro Lafaiete	-20.6603	-43.7856	23.0	382
2024-03-11 20:00:00	Varginha	-21.5514	-45.4303	21.5	362
2024-03-11 20:00:00	Poços de Caldas	-21.7878	-46.5614	21.0	355
