timestamp	cidade	latitude	longitude	temperatura	consumoKwh
2024-03-20 14:00:00	Nova Lima	-19.9856	-43.8467	22.0	460
2024-03-20 16:00:00	Nova Lima	100.0000	200.0000	24.0	500
2024-03-20 18:00:00	Nova Lima	-19.9856	-43.8467	-100.0	530
2024-03-20 20:00:00	Nova Lima	-19.9856	-43.8467	18.0	-10
2024-03-20 22:00:00	Nova Lima	-19.9856	-43.8467	16.0	320
2024-03-21 06:00:00	Ribeirão das Neves	-19.7669	-44.0867	14.5	290
2024-03-21 08:00:00	Ribeirão das Neves	-19.7669	-44.0867	16.5	330
2024-03-21 10:00:00	Ribeirão das Neves	-19.7669	-44.0867	18.5	370
2024-03-21 12:00:00	Ribeirão das Neves	-19.7669	-44.0867	20.0	410
2024-03-21 14:00:00	Ribeirão das Neves	-19.7669	-44.0867	21.5	450
2024-03-21 16:00:00	Ribeirão das Neves	-19.7669	-44.0867	20.5	430
2024-03-21 18:00:00	Ribeirão das Neves	-19.7669	-44.0867	18.5	370
2024-03-21 20:00:00	Ribeirão das Neves	-19.7669	-44.0867	16.5	330
2024-03-21 22:00:00	Ribeirão das Neves	-19.7669	-44.0867	15.0	300
2024-03-22 06:00:00	Ibirité	-20.0219	-44.0589	14.0	280
2024-03-22 08:00:00	Ibirité	-20.0219	-44.0589	16.0	320
2024-03-22 10:00:00	Ibirité	-20.0219	-44.0589	18.0	360
2024-03-22 12:00:00	Ibirité	-20.0219	-44.0589	19.5	400
2024-03-22 14:00:00	Ibirité	-20.0219	-44.0589	21.0	440
2024-03-22 16:00:00	Ibirité	-20.0219	-44.0589	-70.0	-200
2024-03-22 18:00:00	Ibirité	-20.0219	-44.0589	17.5	350
2024-03-22 20:00:00	Ibirité	-20.0219	-44.0589	15.5	310
2024-03-22 22:00:00	Ibirité	-20.0219	-44.0589	14.0	280
2024-03-23 06:00:00	Sete Lagoas	-19.4658	-44.2467	13.0	260
2024-03-23 08:00:00	Sete Lagoas	-19.4658	-44.2467	15.0	300
2024-03-23 10:00:00	Sete Lagoas	-19.4658	-44.2467	17.0	340
2024-03-23 12:00:00	Sete Lagoas	-19.4658	-44.2467	18.5	380
2024-03-23 14:00:00	Sete Lagoas	95.0000	-44.2467	75.0	420
2024-03-23 16:00:00	Sete Lagoas	-19.4658	-44.2467	19.0	390
2024-03-23 18:00:00	Sete Lagoas	-19.4658	-44.2467	16.5	330
2024-03-23 20:00:00	Sete Lagoas	-19.4658	-44.2467	14.5	290
2024-03-23 22:00:00	Sete Lagoas	-19.4658	-44.2467	13.0	260
2024-03-24 06:00:00	Juiz de Fora	-21.7642	-43.3503	12.0	250
2024-03-24 08:00:00	Juiz de Fora	-21.7642	-43.3503	14.0	290
2024-03-24 10:00:00	Juiz de Fora	-21.7642	-43.3503	16.0	330
2024-03-24 12:00:00	Juiz de Fora	-21.7642	-43.3503	17.5	370
2024-03-24 14:00:00	Juiz de Fora	-21.7642	200.0000	19.0	-300
2024-03-24 16:00:00	Juiz de Fora	-21.7642	-43.3503	18.5	360
2024-03-24 18:00:00	Juiz de Fora	-21.7642	-43.3503	16.0	320
2024-03-24 20:00:00	Juiz de Fora	-21.7642	-43.3503	14.0	280
2024-03-24 22:00:00	Juiz de Fora	-21.7642	-43.3503	12.5	260

2024-03-25 10:00:00	Uberlândia	-18.9186	-48.2772	22.0	440
2024-03-25 14:00:00	Uberlândia	-18.9186	-48.2772	26.0	520
2024-03-25 18:00:00	Uberlândia	-18.9186	-48.2772	23.0	460
2024-03-25 19:00:00	Uberlândia	-18.9186	-48.2772	23.0	420
2024-03-25 22:00:00	Uberlândia	-18.9186	-48.2772	20.0	400
2024-03-26 08:00:00	Montes Claros	-16.7350	-43.8617	24.0	480
2024-03-26 14:00:00	Montes Claros	-16.7350	-43.8617	29.0	620
2024-03-26 20:00:00	Montes Claros	-16.7350	-43.8617	25.0	500
,,,,,
